run_id,scenario,condition,latency,tamper,applicable,target_index,records_clean,m,verifier,detected,expected,errors
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T0,1,,22,12,V2,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T0,1,,22,12,V3,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T0,1,,22,12,V3p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T0,1,,22,12,V4,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T0,1,,22,12,V4p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T1,1,11,22,12,V1,1,D,invalid chain at 11
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T1,1,11,22,12,V2,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T1,1,11,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T1,1,11,22,12,V3p,1,D,invalid chain at 11; invalid chain at 11
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T1,1,11,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T1,1,11,22,12,V4p,1,D,invalid chain at 11; invalid chain at 11
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T2,1,11,22,12,V1,1,D,invalid chain at 11; invalid chain at 12; invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 16; invalid chain at 17; invalid chain at 18; invalid chain at 19; invalid chain at 20
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T2,1,11,22,12,V2,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11; clarification-critic-l2-c0-b1-complete: invalid chain at 12; clarification-critic-l2-c0-b1-complete: invalid chain at 13; clarification-critic-l2-c0-b1-complete: invalid chain at 14; clarification-critic-l2-c0-b1-complete: invalid chain at 15; clarification-critic-l2-c0-b1-complete: invalid chain at 16; clarification-critic-l2-c0-b1-complete: invalid chain at 17; clarification-critic-l2-c0-b1-complete: invalid chain at 18; clarification-critic-l2-c0-b1-complete: invalid chain at 19; clarification-critic-l2-c0-b1-complete: invalid chain at 20; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T2,1,11,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11; clarification-critic-l2-c0-b1-complete: invalid chain at 12; clarification-critic-l2-c0-b1-complete: invalid chain at 13; clarification-critic-l2-c0-b1-complete: invalid chain at 14; clarification-critic-l2-c0-b1-complete: invalid chain at 15; clarification-critic-l2-c0-b1-complete: invalid chain at 16; clarification-critic-l2-c0-b1-complete: invalid chain at 17; clarification-critic-l2-c0-b1-complete: invalid chain at 18; clarification-critic-l2-c0-b1-complete: invalid chain at 19; clarification-critic-l2-c0-b1-complete: invalid chain at 20; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T2,1,11,22,12,V3p,1,D,invalid chain at 11; invalid chain at 12; invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 16; invalid chain at 17; invalid chain at 18; invalid chain at 19; invalid chain at 20; invalid chain at 11; checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T2,1,11,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11; clarification-critic-l2-c0-b1-complete: invalid chain at 12; clarification-critic-l2-c0-b1-complete: invalid chain at 13; clarification-critic-l2-c0-b1-complete: invalid chain at 14; clarification-critic-l2-c0-b1-complete: invalid chain at 15; clarification-critic-l2-c0-b1-complete: invalid chain at 16; clarification-critic-l2-c0-b1-complete: invalid chain at 17; clarification-critic-l2-c0-b1-complete: invalid chain at 18; clarification-critic-l2-c0-b1-complete: invalid chain at 19; clarification-critic-l2-c0-b1-complete: invalid chain at 20; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T2,1,11,22,12,V4p,1,D,invalid chain at 11; invalid chain at 12; invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 16; invalid chain at 17; invalid chain at 18; invalid chain at 19; invalid chain at 20; invalid chain at 11; checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T3,1,19,22,12,V1,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T3,1,19,22,12,V2,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T3,1,19,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T3,1,19,22,12,V3p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T3,1,19,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T3,1,19,22,12,V4p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T4,1,11,22,12,V1,1,D,invalid chain at 11; invalid chain at 12; invalid chain at 13
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T4,1,11,22,12,V2,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11; clarification-critic-l2-c0-b1-complete: invalid chain at 12; clarification-critic-l2-c0-b1-complete: invalid chain at 13
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T4,1,11,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11; clarification-critic-l2-c0-b1-complete: invalid chain at 12; clarification-critic-l2-c0-b1-complete: invalid chain at 13
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T4,1,11,22,12,V3p,1,D,invalid chain at 11; invalid chain at 12; invalid chain at 13; invalid chain at 11; checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T4,1,11,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: invalid chain at 11; clarification-critic-l2-c0-b1-complete: invalid chain at 12; clarification-critic-l2-c0-b1-complete: invalid chain at 13
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T4,1,11,22,12,V4p,1,D,invalid chain at 11; invalid chain at 12; invalid chain at 13; invalid chain at 11; checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5a,1,11,22,12,V1,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5a,1,11,22,12,V2,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5a,1,11,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5a,1,11,22,12,V3p,1,D,checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5a,1,11,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5a,1,11,22,12,V4p,1,D,checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5b,1,7,22,12,V1,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5b,1,7,22,12,V2,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5b,1,7,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5b,1,7,22,12,V3p,1,D,checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5b,1,7,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: unsafe approval
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5b,1,7,22,12,V4p,1,D,checkpoint mismatch; unsafe approval
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5c,1,21,22,12,V1,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5c,1,21,22,12,V2,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5c,1,21,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5c,1,21,22,12,V3p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5c,1,21,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T5c,1,21,22,12,V4p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T6,1,19,22,12,V1,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T6,1,19,22,12,V2,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T6,1,19,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T6,1,19,22,12,V3p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T6,1,19,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T6,1,19,22,12,V4p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T7,1,,22,12,V1,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T7,1,,22,12,V2,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T7,1,,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T7,1,,22,12,V3p,1,D,checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T7,1,,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T7,1,,22,12,V4p,1,D,checkpoint mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8a,1,22,22,12,V1,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8a,1,22,22,12,V2,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8a,1,22,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8a,1,22,22,12,V3p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8a,1,22,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8a,1,22,22,12,V4p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8b,1,22,22,12,V1,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8b,1,22,22,12,V2,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8b,1,22,22,12,V3,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8b,1,22,22,12,V3p,0,N,
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8b,1,22,22,12,V4,1,D,clarification-critic-l2-c0-b1-complete: checkpoint mismatch; clarification-critic-l2-c0-b1-complete: record count mismatch; clarification-critic-l2-c0-b1-complete: unsafe approval
clarification-critic-l2-c0-b1-complete,clarification,critic,2,T8b,1,22,22,12,V4p,1,D,unsafe approval
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T0,1,,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T0,1,,26,14,V2,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T0,1,,26,14,V3,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T0,1,,26,14,V3p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T0,1,,26,14,V4,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T0,1,,26,14,V4p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T1,1,13,26,14,V1,1,D,invalid chain at 13
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T1,1,13,26,14,V2,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T1,1,13,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T1,1,13,26,14,V3p,1,D,invalid chain at 13; invalid chain at 13
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T1,1,13,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T1,1,13,26,14,V4p,1,D,invalid chain at 13; invalid chain at 13
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T2,1,13,26,14,V1,1,D,invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 16; invalid chain at 17; invalid chain at 18; invalid chain at 19; invalid chain at 20; invalid chain at 21; invalid chain at 22; invalid chain at 23; invalid chain at 24
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T2,1,13,26,14,V2,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 14; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 15; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 16; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 17; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 18; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 19; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 20; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 21; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 22; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 23; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 24; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T2,1,13,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 14; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 15; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 16; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 17; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 18; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 19; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 20; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 21; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 22; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 23; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 24; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T2,1,13,26,14,V3p,1,D,invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 16; invalid chain at 17; invalid chain at 18; invalid chain at 19; invalid chain at 20; invalid chain at 21; invalid chain at 22; invalid chain at 23; invalid chain at 24; invalid chain at 13; checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T2,1,13,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 14; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 15; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 16; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 17; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 18; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 19; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 20; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 21; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 22; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 23; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 24; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T2,1,13,26,14,V4p,1,D,invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 16; invalid chain at 17; invalid chain at 18; invalid chain at 19; invalid chain at 20; invalid chain at 21; invalid chain at 22; invalid chain at 23; invalid chain at 24; invalid chain at 13; checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T3,1,23,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T3,1,23,26,14,V2,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T3,1,23,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T3,1,23,26,14,V3p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T3,1,23,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T3,1,23,26,14,V4p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T4,1,13,26,14,V1,1,D,invalid chain at 13; invalid chain at 14; invalid chain at 15
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T4,1,13,26,14,V2,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 14; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 15
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T4,1,13,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 14; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 15
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T4,1,13,26,14,V3p,1,D,invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 13; checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T4,1,13,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: invalid chain at 13; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 14; minority_warning-delegate-l0-c0-b1-complete: invalid chain at 15
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T4,1,13,26,14,V4p,1,D,invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 13; checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5a,1,13,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5a,1,13,26,14,V2,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5a,1,13,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5a,1,13,26,14,V3p,1,D,checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5a,1,13,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5a,1,13,26,14,V4p,1,D,checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5b,1,11,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5b,1,11,26,14,V2,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5b,1,11,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5b,1,11,26,14,V3p,1,D,checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5b,1,11,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: unauthorized mediated execution
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5b,1,11,26,14,V4p,1,D,checkpoint mismatch; unauthorized mediated execution
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5c,1,25,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5c,1,25,26,14,V2,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5c,1,25,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5c,1,25,26,14,V3p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5c,1,25,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T5c,1,25,26,14,V4p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T6,1,23,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T6,1,23,26,14,V2,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T6,1,23,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T6,1,23,26,14,V3p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T6,1,23,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T6,1,23,26,14,V4p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T7,1,,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T7,1,,26,14,V2,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T7,1,,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T7,1,,26,14,V3p,1,D,checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T7,1,,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T7,1,,26,14,V4p,1,D,checkpoint mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8a,1,26,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8a,1,26,26,14,V2,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8a,1,26,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8a,1,26,26,14,V3p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8a,1,26,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8a,1,26,26,14,V4p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8b,1,26,26,14,V1,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8b,1,26,26,14,V2,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8b,1,26,26,14,V3,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8b,1,26,26,14,V3p,0,N,
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8b,1,26,26,14,V4,1,D,minority_warning-delegate-l0-c0-b1-complete: checkpoint mismatch; minority_warning-delegate-l0-c0-b1-complete: record count mismatch; minority_warning-delegate-l0-c0-b1-complete: unsafe approval
minority_warning-delegate-l0-c0-b1-complete,minority_warning,delegate,0,T8b,1,26,26,14,V4p,1,D,unsafe approval
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T0,1,,26,14,V1,0,N,
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T0,1,,26,14,V2,0,N,
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T0,1,,26,14,V3,0,N,
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T0,1,,26,14,V3p,0,N,
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T0,1,,26,14,V4,0,N,
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T0,1,,26,14,V4p,0,N,
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T1,1,13,26,14,V1,1,D,invalid chain at 13
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T1,1,13,26,14,V2,1,D,silent_violation-delegate-l6-c0-b1-complete: invalid chain at 13
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T1,1,13,26,14,V3,1,D,silent_violation-delegate-l6-c0-b1-complete: invalid chain at 13
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T1,1,13,26,14,V3p,1,D,invalid chain at 13; invalid chain at 13
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T1,1,13,26,14,V4,1,D,silent_violation-delegate-l6-c0-b1-complete: invalid chain at 13
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T1,1,13,26,14,V4p,1,D,invalid chain at 13; invalid chain at 13
silent_violation-delegate-l6-c0-b1-complete,silent_violation,delegate,6,T2,1,13,26,14,V1,1,D,invalid chain at 13; invalid chain at 14; invalid chain at 15; invalid chain at 16; invalid chain at 17; invalid chain at 18; invalid chain at 19; invalid chain at 20; invalid chain at 21; invalid chain at 22; invalid chain at 23; invalid chain at 24
